track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
NHinvs	Hotspot_0.999	238	245.5800	0.0000	1519.0000	497.0637	0.9693	-0.0450	7.5000e-01	7.5000e-01	76	1333211	4.9780e-02	834	469549	1.7532e-02	1	238	8.8866e-06	1.3158	0.0179	0.1199	0.0507
NHinvs	Coldspot_0.1	684908	288559.7400	161318.0000	603220.0000	130718.9099	2.3735	1.2470	1.0000e-02	2.0000e-02	76	1333211	4.9780e-02	83373	770018278	2.8751e+01	39	684908	2.5573e-02	51.3158	51.3728	0.0468	0.0889
NHinvs	Coldspot_0.01	482129	88038.2400	19484.0000	408255.0000	104204.5453	5.4763	2.4532	1.0000e-02	2.0000e-02	76	1333211	4.9780e-02	8326	204658289	7.6416e+00	7	482129	1.8002e-02	9.2105	36.1630	0.0841	0.2356
NHinvs	Coldspot_0.001	348509	26371.1900	825.0000	41168.0000	56953.2004	13.2151	3.7241	1.0000e-02	2.0000e-02	76	1333211	4.9780e-02	818	55726189	2.0807e+00	2	348509	1.3013e-02	2.6316	26.1406	0.2445	0.6254
no501invs	Hotspot_0.99	2654	15653.4000	8270.0000	27502.0000	6016.9990	0.1696	-2.5598	1.0000e-02	3.0000e-02	113	6161602	2.3007e-01	8338	7648169	2.8557e-01	5	2654	9.9097e-05	4.4248	0.0431	0.0600	0.0347
no501invs	Hotspot_0.999	238	972.5600	0.0000	2533.0000	873.0196	0.2455	-2.0263	2.7000e-01	3.2400e-01	113	6161602	2.3007e-01	834	469549	1.7532e-02	1	238	8.8866e-06	0.8850	0.0039	0.1199	0.0507
no501invs	Hotspot_0.9	104649	317590.7300	219192.0000	423975.0000	64048.2675	0.3295	-1.6016	1.0000e-02	3.0000e-02	113	6161602	2.3007e-01	83379	135028905	5.0418e+00	58	104649	3.9074e-03	51.3274	1.6984	0.0696	0.0775
no501invs	Coldspot_0.1	1479224	1448575.5100	1087184.0000	1843849.0000	241830.3917	1.0212	0.0302	3.8000e-01	3.8000e-01	113	6161602	2.3007e-01	83373	770018278	2.8751e+01	102	1479224	5.5232e-02	90.2655	24.0071	0.1223	0.1921
no501invs	Coldspot_0.01	662335	394811.8700	175087.0000	807444.0000	191799.1410	1.6776	0.7464	9.0000e-02	1.3500e-01	113	6161602	2.3007e-01	8326	204658289	7.6416e+00	14	662335	2.4731e-02	12.3894	10.7494	0.1681	0.3236
no501invs	Coldspot_0.001	348509	135858.1000	16428.0000	423990.0000	140416.4184	2.5652	1.3591	8.0000e-02	1.3500e-01	113	6161602	2.3007e-01	818	55726189	2.0807e+00	2	348509	1.3013e-02	1.7699	5.6561	0.2445	0.6254
